言語,PDFページ番号,PDF表番号,番号,単語,翻訳,読み方（ひらがな）,備考,例文,写真,標識
中国語,31.0,1.0,7.0,保護帽（ヘルメット）,安全帽,ほごぼう（へるめっと）,,"ほ ご ぼう さぎょう と か
保護帽をかぶり作業に取り掛かる",,
中国語,31.0,1.0,8.0,アンカー,锚固,あんかー,"插筋锚固简称“锚固”。有时也称
“插筋”。","せ っ ち
アンカーを設置する",,
中国語,31.0,1.0,9.0,加工場,加工场地,かこうば,,"げ ん ばはんにゅうまえ か こ う ば てっきん か こ う
現場搬入前に加工場で鉄筋を加工
する",,
中国語,31.0,1.0,10.0,スペーサ―,"横梁肋支架、
调距模板",すぺーさー,,"てっきん あつ たも
鉄筋のかぶり厚さを保つためスペー
つか
サーを使う",,
中国語,32.0,1.0,11.0,ドーナツ,间隔圈,どーなつ,,"かべ てっきん あつ つか
壁の鉄筋かぶり厚さはドーナツを使う",,
中国語,32.0,1.0,12.0,加工配筋図,加工配筋图,かこうはいきんず,,"か こ うはいきん ず どお く み た
加工配筋図通りに組立てる",,
中国語,32.0,1.0,13.0,配筋詳細図,配筋详细图,はいきんしょうさいず,,"はいきんしょうさい ず どお くみ た
配筋詳細図通りに組立てる",,
中国語,32.0,1.0,14.0,開口補強筋,开口加固筋,かいこうほきょうきん,,"まどかいこう ぶ かいこうほきょうきん ぐみ た
窓開口部は開口補強筋を組立てる",,
中国語,32.0,1.0,15.0,幅止め筋,宽固定筋,はばどめきん,,"はば ど きん と つ
幅止め筋を取り付ける",,
中国語,32.0,1.0,16.0,差筋,插筋,さしきん,,"さしきん
コンクリートに差筋をする",,
中国語,32.0,1.0,17.0,柱主筋,柱主筋,はしらしゅきん,,"はしらしゅきん ぐみ た
柱主筋を組立てる",,
中国語,32.0,1.0,18.0,柱配筋,柱配筋,はしらはいきん,,"はしらはいきん ず めん かくにん
柱配筋を図面で確認する",,
中国語,32.0,1.0,19.0,スラブ筋,板筋,すらぶきん,,"きん しょてい く み た
スラブ筋を所定のピッチで組立てる",,
中国語,32.0,1.0,20.0,ベース筋,基础筋,べーすきん,,"きん く み た
ベース筋を組立てる",,
中国語,33.0,1.0,21.0,帯筋（フープ）,柱箍筋,おびきん（ふーぷ）,,"おびきん く み た
帯筋を組立てる",,
中国語,33.0,1.0,22.0,下端筋,下端筋,したばきん,,"し た ばきん く み た
下端筋を組立てる",,
中国語,33.0,1.0,23.0,上端筋,上端筋,うわばきん,,"う わ ばきん く み た
上端筋を組立てる",,
中国語,33.0,1.0,24.0,主筋,主筋,しゅきん,,"しゅきん く み た
主筋を組立てる",,
中国語,33.0,1.0,25.0,あばら筋,梁箍筋,あばらきん,,"きん く み た
あばら筋を組立てる",,
中国語,34.0,1.0,1.0,はかま筋,裤裙筋,はかまきん,,"きん く み た
はかま筋を組立てる",,
中国語,34.0,1.0,2.0,縦筋,竖筋,たてきん,,"たてきん く み た
縦筋を組立てる",,
中国語,34.0,1.0,3.0,下筋,下筋,したきん,,"したきん く み た
下筋を組立てる",,
中国語,34.0,1.0,4.0,横筋,横筋,よこきん,,"よこきん く み た
横筋を組立てる",,
中国語,34.0,1.0,5.0,腹筋,腹筋,はらきん,,"はらきん く み た
腹筋を組立てる",,
中国語,34.0,1.0,6.0,配力筋,受力筋,はいりょくきん,,"はいりょくきん く み た
配力筋を組立てる",,
中国語,34.0,1.0,7.0,上筋,上筋,うわきん,,"うわきん く み た
上筋を組立てる",,
中国語,34.0,1.0,8.0,スパイラル筋,螺纹钢筋,すぱいらるきん,,"きん たいしんへき と つ
スパイラル筋を耐震壁に取り付ける",,
中国語,34.0,1.0,9.0,鉄筋径,钢筋直径,てっきんけい,,"てっきんけい せっけい と し ょ とお
鉄筋径は設計図書の通りである",,
中国語,34.0,1.0,10.0,かぶり厚さ,保护层厚度,かぶりあつさ,,"あつ かくにん
かぶり厚さを確認する",,
中国語,35.0,1.0,11.0,角度,角度,かくど,,"か く ど かくにん
角度を確認する",,
中国語,35.0,1.0,12.0,シングル,单,しんぐる,,"てっきん はいきん く み た
鉄筋はシングル配筋で組立てる",,
中国語,35.0,1.0,13.0,ダブル,双,だぶる,,"はいきん
スラブはダブル配筋とする",,
中国語,35.0,1.0,14.0,千鳥結束,交错连结,ちどりけっそく,,"てっきん ち ど り けっそく
鉄筋は千鳥結束する",,
中国語,35.0,1.0,15.0,切断寸法,切割尺寸,せつだんすんぽう,,"せつだんすんぽう てっきん せつだん
切断寸法で鉄筋を切断する",,
中国語,35.0,1.0,16.0,加工寸法,加工尺寸,かこうすんぽう,,"か こ うすんぽうどお てっきん か こ う
加工寸法通りに鉄筋を加工する",,
中国語,35.0,1.0,17.0,重ね継手,搭接焊接头,かさねつぎて,,"てっきん ど う し かさ つ ぎ て
鉄筋同士は重ね継手とする",,
中国語,35.0,1.0,18.0,圧接継手,加压焊接接头,あっせつつぎて,,"てっきん ど う し あっせつつ ぎ て
鉄筋同士は圧接継手とする",,
中国語,35.0,1.0,19.0,開口部,开口部,かいこうぶ,,"かい こ う ぶ かいこうほきょうきん と つ
開口部には開口補強筋を取り付ける",,
中国語,35.0,1.0,20.0,溶接金網,焊接钢丝网,ようせつかなあみ,,"ど ま はいきん ようせつかなあみ し よ う
土間配筋は溶接金網を使用する",,
中国語,36.0,1.0,21.0,搬出,搬出,はんしゅつ,,"のこ てっきん げ ん ば はんしゅつ
残った鉄筋を現場から搬出する",,
中国語,36.0,1.0,22.0,搬入,搬入,はんにゅう,,"てっきん げ ん ば はんにゅう
鉄筋を現場に搬入する",,
中国語,36.0,1.0,23.0,基礎,基础,きそ,,"き そ はいきん
基礎の配筋をおこなう",,
中国語,36.0,1.0,24.0,機械式継手,机械式接头,きかいしきつぎて,,"てっきん ど う し き か い し き つ ぎ て
鉄筋同士は機械式継手とする",,
中国語,36.0,1.0,25.0,配筋検査,配筋检查,はいきんけんさ,,"せっけいかんりしゃ はいきんけ ん さ ごうかく
設計監理者による配筋検査に合格す
る",,
中国語,37.0,1.0,1.0,トラクタ,拖拉机、牵引车,とらくた,"拖拉机上加装作业装置（附属装
置）的叫做推土机、挖掘机等。",,,
中国語,37.0,1.0,2.0,ブルドーザ,推土机,ぶるどーざ,"拖拉机上加装推土机刮板的工程机
械",,,
中国語,37.0,1.0,3.0,トラクタショベル,挖掘机,とらくたしょべる,"拖拉机上加装铲斗的工程机械。有
履带式和轮胎式",,,
中国語,37.0,1.0,4.0,ホイルローダ,轮式装载机,ほいるろーだ,轮胎式挖掘机（四轮驱动）,,,
中国語,37.0,1.0,5.0,ダンプトラック,自动装卸卡车,だんぷとらっく,,,,
中国語,37.0,1.0,6.0,油圧ショベル,液压挖掘机,ゆあつしょべる,"可装换作业装置（附属装置）进行
各种作业的铲斗",,,
中国語,37.0,1.0,7.0,バックホウ,反向铲,ばっくほう,"液压挖掘机中最常见的一种，用于
挖掘地下部分",,,
中国語,37.0,1.0,8.0,ローディングショベル,装载机铲斗,ろーでぃんぐしょべる,"液压挖掘机的一种，用于装载地面
上的砂土、岩石等",,,
中国語,37.0,1.0,9.0,ローラ,压路机,ろーら,,,,
中国語,37.0,1.0,10.0,バケット,铲斗,ばけっと,,,,
中国語,38.0,1.0,11.0,ブーム,吊杆,ぶーむ,,,,
中国語,38.0,1.0,12.0,アーム,起重臂,あーむ,,,,
中国語,38.0,1.0,13.0,ブレード（排土板）,推土机刮板,ぶれーど（はいどばん）,,,,
中国語,38.0,1.0,14.0,タイヤ,轮胎,たいや,,,,
中国語,38.0,1.0,15.0,クローラ,履带,くろーら,,,,
中国語,38.0,1.0,16.0,キー（鍵）,钥匙,きー（かぎ）,,"くるま かぎ
車の鍵",,
中国語,38.0,1.0,17.0,"作業装置
（アタッチメント）",作业装置（附属装置）,"さぎょうそうち
（あたっちめんと）",,,,
中国語,38.0,1.0,18.0,エンジン,发动机,えんじん,,"き
エンジンをかける、エンジンを切る",,
中国語,38.0,1.0,19.0,ディーゼルエンジン,柴油发动机,でぃーぜるえんじん,,,,
中国語,38.0,1.0,20.0,エンジンオイル,机油,えんじんおいる,,,,
中国語,39.0,1.0,21.0,"オルタネータ
（充電発電機）",交流发电机,"おるたねーた
（じゅうでんはつでんき）",,,,
中国語,39.0,1.0,22.0,バッテリ,蓄电池,ばってり,,,,
中国語,39.0,1.0,23.0,燃料,燃料,ねんりょう,,,,
中国語,39.0,1.0,24.0,軽油,汽油、轻油,けいゆ,,,,
中国語,39.0,1.0,25.0,ブレーキ,刹车,ぶれーき,,"ふ
ブレーキを踏む",,
中国語,40.0,1.0,1.0,油圧シリンダ,液压缸,ゆあつしりんだ,,,,
中国語,40.0,1.0,2.0,油圧モータ,液压马达,ゆあつもーた,,,,
中国語,40.0,1.0,3.0,油圧ポンプ,液压泵,ゆあつぽんぷ,,,,
中国語,40.0,1.0,4.0,水漏れ,漏水,みずもれ,,,,
中国語,40.0,1.0,5.0,油漏れ,漏油,あぶらもれ,,,,
中国語,40.0,1.0,6.0,冷却水,冷却水,れいきゃくすい,,,,
中国語,40.0,1.0,7.0,ブレーキ液,制动液、刹车油,ぶれーきえき,,,,
中国語,40.0,1.0,8.0,燃料タンク,燃料罐,ねんりょうたんく,,,,
中国語,40.0,1.0,9.0,ファンベルト,风扇皮带,ふぁんべると,,,,
中国語,40.0,1.0,10.0,空気圧,气压,くうきあつ,,,,
中国語,40.0,1.0,11.0,クラッチ,离合器,くらっち,,,,
中国語,40.0,1.0,12.0,急発進,猛启动,きゅうはっしん,,,,
中国語,40.0,1.0,13.0,急ブレーキ,急刹车,きゅうぶれーき,,,,
中国語,41.0,1.0,14.0,アイドリング,怠速运转,あいどりんぐ,,"て い し
エンジンを停止するときはアイドリング
と
したあとに止める",,
中国語,41.0,1.0,15.0,走行,行驶,そうこう,,,,
中国語,41.0,1.0,16.0,旋回,旋转、回转,せんかい,,,,
中国語,41.0,1.0,17.0,安全ロック,安全锁止,あんぜんろっく,,,,
中国語,41.0,1.0,18.0,安全支柱,安全支柱,あんぜんしちゅう,,,,
中国語,41.0,1.0,19.0,補給（する）,补充、补给,ほきゅう（する）,,"ねんりょう ほきゅう
エンジンをかけたまま燃料を補給して
はいけない",,
中国語,41.0,1.0,20.0,駐車（する）,停车,ちゅうしゃ（する）,,,,
中国語,41.0,1.0,21.0,歩行者,行人,ほこうしゃ,,,,
中国語,41.0,1.0,22.0,車両,车辆,しゃりょう,,,,
中国語,41.0,1.0,23.0,死角,死角,しかく,看不见的角度,,,
中国語,41.0,1.0,24.0,斜面,坡,しゃめん,,"やま の しゃめん のぼ
山の斜面を上る",,
中国語,41.0,1.0,25.0,転圧（する）,碾压,てんあつ（する）,,"てんあつさぎょう
ローラで転圧作業をする",,
中国語,42.0,1.0,1.0,接触（する）,碰撞,せっしょく（する）,,"じゅうき せっしょく
重機に接触してけがをする",,
中国語,42.0,1.0,2.0,作動（する）,启动、运作,さどう（する）,,"か さ い ほ う ち き さ ど う
火災報知器が作動する",,
中国語,42.0,1.0,3.0,整備（する）,维护,せいび（する）,,"しゃりょう せ い び
車両の整備をする",,
中国語,42.0,1.0,4.0,点検（する）,检查,てんけん（する）,,"さぎょうまえ こ う ぐ てんけん
作業前に工具を点検する",,
中国語,42.0,1.0,5.0,動かす,运作、操作,うごかす,,"き か い うご
機械を動かす",,
中国語,42.0,1.0,6.0,運転（する）,驾驶、操作,うんてん（する）,,"けんせつき か い うんてん
建設機械を運転する",,
中国語,42.0,1.0,7.0,測る,测量,はかる,,"てっきん なが はか
鉄筋の長さを測る",,
中国語,42.0,1.0,8.0,操作（する）,操作,そうさ（する）,,"き か い そ う さ
機械を操作する",,
中国語,42.0,1.0,9.0,停止（する）,停止,ていし（する）,,,,
中国語,42.0,1.0,10.0,切る,关闭、切割,きる,,"き てっきん き
エンジンを切る、鉄筋を切る",,
中国語,42.0,1.0,11.0,回す,转,まわす,,,,
中国語,42.0,1.0,12.0,押す,按,おす,,,,
中国語,42.0,1.0,13.0,集める,收集,あつめる,,,,
中国語,42.0,1.0,14.0,触る,触碰,さわる,,,,
中国語,42.0,1.0,15.0,縛る,束缚、捆绑,しばる,,,,
中国語,42.0,1.0,16.0,揃える,对齐、使……整齐,そろえる,,"てっきん なが そろ
鉄筋の長さを揃える",,
中国語,42.0,1.0,17.0,結ぶ,捆绑、连接、系,むすぶ,,"ざいりょう むす
材料をまとめてひもで結ぶ",,
中国語,42.0,1.0,18.0,しゃがむ,蹲,しゃがむ,,,,
中国語,42.0,1.0,19.0,調整（する）,调整,ちょうせい（する）,,,,
中国語,42.0,1.0,20.0,閉じる,关、关闭,とじる,,,,
中国語,43.0,1.0,1.0,取り出す,取出,とりだす,,,,
中国語,43.0,1.0,2.0,戻す,放回,もどす,,"つか こ う ぐ もと ば し ょ もど
使った工具は元の場所に戻す",,
中国語,43.0,1.0,3.0,仕上げる,做完,しあげる,,,,
中国語,43.0,1.0,4.0,折れる,折断,おれる,,"くぎ お
釘が折れる",,
中国語,43.0,1.0,5.0,欠ける,欠缺、有缺口,かける,,"まる は か
丸のこの刃が欠ける",,
中国語,43.0,1.0,6.0,近づく,靠近,ちかづく,,"さぎょうちゅう じゅうき ちか
作業中の重機に近づかない",,
中国語,43.0,1.0,7.0,電源を入れる,打开电源,でんげんをいれる,,,,
中国語,43.0,1.0,8.0,電源を落とす,关闭电源,でんげんをおとす,,,,
中国語,43.0,1.0,9.0,スイッチを切る,关闭开关,すいっちをきる,,,,
中国語,43.0,1.0,10.0,固定（する）,固定,こてい（する）,,,,
中国語,43.0,1.0,11.0,ゆるめる,拧松,ゆるめる,,ボルトをゆるめる,,
中国語,43.0,1.0,12.0,伸ばす,延展,のばす,,,,
中国語,43.0,1.0,13.0,外す,取下,はずす,,"あんぜん はず
安全カバーを外す",,
中国語,43.0,1.0,14.0,曲げる,弯曲,まげる,,,,
中国語,43.0,1.0,15.0,出す,取出、拿出,だす,,"てっきん ま
鉄筋を曲げる",,
中国語,43.0,1.0,16.0,乾かす,干燥,かわかす,,,,
中国語,43.0,1.0,17.0,数える,数,かぞえる,,,,
中国語,43.0,1.0,18.0,運ぶ,搬、搬运,はこぶ,,,,
中国語,43.0,1.0,19.0,積む,装货,つむ,,"ざいりょう つ
材料をくずれないように積む",,
中国語,43.0,1.0,20.0,下ろす,卸货,おろす,,"に だ い に も つ お
トラックの荷台から荷物を下ろす",,
中国語,43.0,1.0,21.0,離れる,离开,はなれる,,,,
中国語,44.0,1.0,1.0,位置,位置,いち,,,,
中国語,44.0,1.0,2.0,寸法,尺寸,すんぽう,,,,
中国語,44.0,1.0,3.0,測定（する）,测量,そくてい（する）,,,,
中国語,44.0,1.0,4.0,計測（する）,计测,けいそく（する）,,,,
中国語,44.0,1.0,5.0,計測器,计测器,けいそくき,,,,
中国語,44.0,1.0,6.0,温度,温度,おんど,,,,
中国語,44.0,1.0,7.0,高さ,高度,たかさ,,,,
中国語,44.0,1.0,8.0,長さ,长度,ながさ,,,,
中国語,44.0,1.0,9.0,重さ,重量,おもさ,,,,
中国語,44.0,1.0,10.0,厚さ,厚度,あつさ,,,,
中国語,44.0,1.0,11.0,硬さ,硬度,かたさ,,,,
中国語,44.0,1.0,12.0,深さ,深度,ふかさ,,,,
中国語,44.0,1.0,13.0,表面,表面,ひょうめん,,,,
中国語,44.0,1.0,14.0,すきま,间隙,すきま,,,,
中国語,44.0,1.0,15.0,中心,中心,ちゅうしん,,,,
中国語,45.0,1.0,16.0,値,值,あたい,,,,
中国語,45.0,1.0,17.0,安定（する）,稳定,あんてい（する）,,,,
中国語,45.0,1.0,18.0,大きさ,大小,おおきさ,,,,
中国語,45.0,1.0,19.0,数,数量,かず,,,,
中国語,45.0,1.0,20.0,誤差,误差,ごさ,,,,
中国語,45.0,1.0,21.0,中,里面,なか,,,,
